,likes,replies,retweets,text,tweet_id,user_record_id
18,0,0,0,I hope Andre now know this bitch crazy af,2597_18,2597
19,0,0,0,Someone at work might place unspoken demands on you today and ... More for Leo http://bit.ly/xjQYj7 ,2597_19,2597
20,0,0,0,But I just spent the past 4 hours eating a 2 piece from Popeyes like I can't eat for shit man damn .,2597_20,2597
21,0,0,0,"You feel as if you're on center stage, ready to give a million... More for Leo http://bit.ly/xjQYj7 ",2597_21,2597
22,0,0,0,You're still trying to find a comfortable middle ground before... More for Leo http://bit.ly/xjQYj7 ,2597_22,2597
23,0,0,0,I hate being sick ,2597_23,2597
24,1,0,1,@youngqillo1 thankssss young,2597_24,2597
25,0,1,0,Watching #dearmama crying,2597_25,2597
26,0,0,0,@GregB___ thankssss,2597_26,2597
27,0,0,0,Interpersonal interactions could run into a few unexpected sna... More for Leo http://bit.ly/xjQYj7 ,2597_27,2597
28,0,0,0,"Reaching a decision today is more complicated than you expect,... More for Leo http://bit.ly/xjQYj7 ",2597_28,2597
29,0,0,0,A methodical approach to managing your resources enables you t... More for Leo http://bit.ly/xjQYj7 ,2597_29,2597
30,0,0,0,You might go to extreme measures to finish a significant proje... More for Leo http://bit.ly/xjQYj7 ,2597_30,2597
31,0,0,0,An authority figure may grant you the freedom of choice today.... More for Leo http://bit.ly/xjQYj7 ,2597_31,2597
32,0,0,0,Steady growth feels restraining if you want to move at your ow... More for Leo http://bit.ly/xjQYj7 ,2597_32,2597
33,0,0,0,Projecting your idealistic hopes on a complex relationship tod... More for Leo http://bit.ly/xjQYj7 ,2597_33,2597
34,0,0,0,You may aspire to unlock the mystery of someone who appears to... More for Leo http://bit.ly/xjQYj7 ,2597_34,2597
35,0,0,0,Staying inspired is challenging when your attention is pulled ... More for Leo http://bit.ly/xjQYj7 ,2597_35,2597
36,0,0,0,Expressing your emotions in a forthright manner is tricky toda... More for Leo http://bit.ly/xjQYj7 ,2597_36,2597
37,0,0,0,Reconciling your current course of action with what you now kn... More for Leo http://bit.ly/xjQYj7 ,2597_37,2597
38,0,0,0,You're a champion at holding your position with an air of conf... More for Leo http://bit.ly/xjQYj7 ,2597_38,2597
39,0,0,0,You could experience a fascinating attraction to someone speci... More for Leo http://bit.ly/xjQYj7 ,2597_39,2597
40,0,0,0,@YoungBenji_ round trip not where it's at no more ?,2597_40,2597
41,0,0,0,Dutchese y you lie ? ,2597_41,2597
42,0,0,0,Donna really need to tighten up she really a corn ball weirdo,2597_42,2597
43,0,0,0,@YoungBenji_ no freaking way ,2597_43,2597
44,0,0,0,Donna brows tho ,2597_44,2597
45,0,0,0,No y they have them polo boots on that child ? ,2597_45,2597
46,0,0,0,I DONT think Sky is cute . She just light skin .,2597_46,2597
47,0,0,0,Ceased bitch ass crying and sweating I'm holleringggggg ,2597_47,2597
48,0,0,0,Duchess still frauding yo ,2597_48,2597
49,0,0,0,Although you might be basking in the light of admiration today... More for Leo http://bit.ly/xjQYj7 ,2597_49,2597
50,0,0,0,"Although this may seem like a perfect day to fall in love, an ... More for Leo http://bit.ly/xjQYj7 ",2597_50,2597
51,0,0,0,The unwanted fallout from recent overindulgent behavior may cr... More for Leo http://bit.ly/xjQYj7 ,2597_51,2597
52,0,0,0,You might think you're stretched emotionally as far as you can... More for Leo http://bit.ly/xjQYj7 ,2597_52,2597
53,0,0,0,"You want to maintain some control over your schedule, but your... More for Leo http://bit.ly/xjQYj7 ",2597_53,2597
54,0,0,0,"Although you're known for your creative outlook on life, somet... More for Leo http://bit.ly/xjQYj7 ",2597_54,2597
55,0,0,0,A relationship with a coworker can grow complicated today beca... More for Leo http://bit.ly/xjQYj7 ,2597_55,2597
56,0,0,0,You can't logically explain how you know things that others ar... More for Leo http://bit.ly/xjQYj7 ,2597_56,2597
0,0,0,0,Pig is crazy omg ,2607_0,2607
1,1,0,0,thanks,2607_1,2607
2,0,1,0,Who rap I get the drip from my walk song ?,2607_2,2607
3,0,0,0,Still my ppl tho love when I see em tho ,2607_3,2607
4,0,1,0,I'm soo ready to change my nipple rings ,2607_4,2607
5,0,0,0,I need to soak my muscles because I can't even drop it low nomore ,2607_5,2607
6,2,1,0,Goodnight ,2607_6,2607
7,0,0,0,,2607_7,2607
8,0,0,0,I'm still tired let me try to go back to sleep ,2607_8,2607
9,0,1,1,happy bday old head ,2607_9,2607
10,0,0,0,,2607_10,2607
11,0,0,0,thanks ,2607_11,2607
12,0,0,0,Can't wait to go home & make some chicken fingers ,2607_12,2607
13,0,0,0,Cramps are the devil ,2607_13,2607
14,0,0,0,Idk what hurt more these shoes or these cramps ,2607_14,2607
15,0,0,0,My stomach fucking hurts ,2607_15,2607
16,0,0,0,The most gayest fight ,2607_16,2607
17,0,0,0,LIVE on #Periscope https://www.pscp.tv/w/agdALjFXTEtSa29XbkJqYkR8MW1yeG1sVllZTU1KecwLCUE28lwWwEDjqa5AIexWKXeEwDNHXhofe0Jl1-ol …,2607_17,2607
18,0,0,0,I would've cried if my nail would've broke my thumb still hurt ,2607_18,2607
19,0,0,0,Why tf do I wake up extra early ,2607_19,2607
20,0,0,0,Ronny Ron Better not tweet that's all I'm saying,2607_20,2607
21,0,0,0,I'm still drunk like how ,2607_21,2607
22,0,0,0,I almost broke my nail ,2607_22,2607
23,0,0,0,Mfs act like they never saw a bitch in a dress ,2607_23,2607
24,0,0,0,LIVE on #Periscope: Gang https://www.pscp.tv/w/agYj8TFXTEtSa29XbkJqYkR8MU1uR25qQlpFZWRHT6jyJ-vJLYB4vn2irovxaMq4cAajK7jcYAuPRMoTOIfP …,2607_24,2607
25,0,0,0,LIVE on #Periscope: Jazz hush  https://www.pscp.tv/w/agYNoTFXTEtSa29XbkJqYkR8MXlvS01ZTmVQQnpLUeFYmgKS9sJ4_ZUXCNuX35HHTnLMwWCdxMiOtBOb6hgE …,2607_25,2607
26,0,0,0,LIVE on #Periscope https://www.pscp.tv/w/agX7EzFXTEtSa29XbkJqYkR8MU1ueG5qQm5iUW94TzOUW8vCr_KQz9JK5MxoCkY8QAQutizIDbk5HHw9Cee4 …,2607_26,2607
27,0,0,0,But my ass still wake up early ,2607_27,2607
28,0,0,0,I came in the house late as shit,2607_28,2607
29,0,0,0,Forgot my charger ,2607_29,2607
30,0,0,0,don't matter I'm more of a Aquarius than you ,2607_30,2607
31,0,0,0,Ugh like wake up ugly,2607_31,2607
32,0,1,1,nah you might have to switch yours if anything,2607_32,2607
33,1,1,1,sad,2607_33,2607
34,0,0,0,Bro said he got a eraser head ,2607_34,2607
35,0,0,0,All my shorts are too far ,2607_35,2607
36,1,0,0,Can't sleep cus I have tights on ,2607_36,2607
37,0,0,0,Desperado her new name ,2607_37,2607
38,1,0,1,omg ,2607_38,2607
39,0,1,1,who shot him ?,2607_39,2607
40,0,1,0,So who died on empire ?,2607_40,2607
41,0,0,0,It's outta Anika & Jamal soo just let me know ,2607_41,2607
42,0,0,0,Can y'all let me know who get shot since I can't watch it ? ,2607_42,2607
43,0,0,0,& my stomach hurt ,2607_43,2607
44,0,0,0,*,2607_44,2607
45,1,0,0,Can't go to sleep until 2 ,2607_45,2607
46,0,0,0,So fucking tired,2607_46,2607
47,1,1,0,The cops always drawling on weed firm  taking all my money,2607_47,2607
48,0,0,0,I need to put some money on my card & stop spending every fucking thing ,2607_48,2607
49,0,0,0,I only go to the mall for sneakers,2607_49,2607
50,0,0,0,I just want some Chinese food & a ginger ale ,2607_50,2607
51,0,0,0,Soo ready to change my rings ,2607_51,2607
52,4,0,0,That cookie stole my heart pic.twitter.com/u0bqrqiPJs,2607_52,2607
53,0,0,0,I think I got some time to go to the mall ,2607_53,2607
54,0,0,0,I want to go shopping ,2607_54,2607
55,0,0,0,I play myself every time when I wear heels ,2607_55,2607
56,0,0,0,I'm all over the place,2607_56,2607
57,0,0,1,When heels not for you  yoooooo,2607_57,2607
58,0,0,0, I said please,2607_58,2607
59,0,0,0,Somebody bring me some chicken Alfredo please ,2607_59,2607
60,0,0,0,When Tanisha pipe you up,2607_60,2607
61,0,0,0,,2607_61,2607
62,0,0,0,Can't wait til I change my rings ,2607_62,2607
63,0,0,0,When you arguing & auto correct makes you look dumb so now you don't want to argue nomore ,2607_63,2607
64,0,0,0,When you wake up & everybody wants to play but you not for it ,2607_64,2607
65,0,0,0,Ard gn I'm talking too much ,2607_65,2607
66,0,0,0,Glad none of my niggas feet stink because I would've told they asses ,2607_66,2607
67,0,0,1,I hate a nigga who feet stink but they think it don't like no nigga put ya shoes back on tf ,2607_67,2607
68,0,0,0,Give a fuck bout ya feelings ,2607_68,2607
69,1,1,0,50 got his scarf on he said it's a rap for ft ,2607_69,2607
70,1,1,0,@SippinOn_ThatOJ  Ard I'm out,2607_70,2607
71,0,1,0,@SippinOn_ThatOJ  no I don't,2607_71,2607
72,1,0,0,I'm about to get me a man who appreciates my career ,2607_72,2607
73,0,0,0,@RonnyRon_215 yeah ya bad,2607_73,2607
74,0,1,0,@RonnyRon_215 talking about am I a tranny ,2607_74,2607
75,0,1,0,@RonnyRon_215 ,2607_75,2607
76,0,1,0,@RonnyRon_215 get smacked ,2607_76,2607
77,1,1,0,Bitch got 200 views 170 is men y'all ain't low ,2607_77,2607
78,0,1,0,@RonnyRon_215 ,2607_78,2607
79,0,1,0,These niggas on periscope don't even peep they talking to a tranny but ,2607_79,2607
80,1,0,0,& then when I plug it up it jumps to 15% like how bitch ,2607_80,2607
81,0,1,0,This piece of shit of a phone go from 20% to 1% in 1 minute ,2607_81,2607
82,0,0,0,Buying that frappe was a bad idea ,2607_82,2607
83,0,0,0,I'll probably go visit my gmom Tuesday she's probably gonna curse me out but her gifts will change her attitude,2607_83,2607
84,0,0,0,Blizz having relationship problems ,2607_84,2607
85,0,0,0,Braces are so annoying,2607_85,2607
86,1,0,0,LIVE on #Periscope: Hey  https://www.pscp.tv/w/af5RIzFXTEtSa29XbkJqYkR8MWRSS1pERWpvTWJKQvDaXJ9UI6NavgidISI00ZtAg6uQfte2Rm89-Cl7vkNL …,2607_86,2607
87,0,0,0,LIVE on #Periscope: Freak hoe  https://www.pscp.tv/w/af1nwzFXTEtSa29XbkJqYkR8MUJkR1lEeWpWRXZLWPoeASz2V6T8ugwQq7cx1HFBMQxhqtvvBCgQUlsc7Ww9 …,2607_87,2607
88,1,0,1,Ctfu niggas I tell you,2607_88,2607
89,0,0,0,LIVE on #Periscope:  https://www.pscp.tv/w/af1QnTFXTEtSa29XbkJqYkR8MWxQS3FEbU1iUU54YkNqHsvwE84EAGuO0vey627DijErCKoZ6-oIRxCkArc7 …,2607_89,2607
90,1,0,1,Drunk already ,2607_90,2607
91,0,0,0,@RonnyRon_215 getting drunk,2607_91,2607
92,0,0,0,Let me turn my ringer off I need some rest for a change ,2607_92,2607
93,0,0,0,Freezing ,2607_93,2607
94,0,0,0,Yooo I hate getting a Charley horse ,2607_94,2607
95,0,0,0,This fucking rain I'm not gonna never get my ginger ale,2607_95,2607
96,0,0,0,I need a ginger ale,2607_96,2607
97,0,0,0,She ain't no fun if the nips not done ,2607_97,2607
98,0,1,0,@jefe1300  I'm grown,2607_98,2607
99,0,1,1,@jefe1300 the best liquor is brown but it fucks my stomach up every time I drink it,2607_99,2607
100,0,0,0,I'm so done with E&J & henny,2607_100,2607
101,0,0,0,My legs hurt ,2607_101,2607
102,0,0,0,Woke up in the morning brush my teeth smacked my bitch ass,2607_102,2607
103,0,0,0,It been raining all got damn week ,2607_103,2607
104,0,0,0,HA,2607_104,2607
105,0,0,0,If I feel as though somebody dumb they just fucking dumb,2607_105,2607
106,0,0,0,My feet fucking hurt omg,2607_106,2607
107,0,0,0,This body suit waaaayyyy to small,2607_107,2607
108,0,0,0,Be back at 2 y'all,2607_108,2607
109,0,0,0,He not fucking sleep ,2607_109,2607
110,0,0,0,& he don't dig it he coming to get me fucking bitch,2607_110,2607
111,0,1,0,@dollface_mekaa I am we got goals ,2607_111,2607
112,0,0,0,I hate hating ass Joe ass bitches,2607_112,2607
113,0,0,0,Let me go pee & handle business,2607_113,2607
114,0,1,0,@dollface_mekaa no I'm irked I wasted 25 for something that can't fit,2607_114,2607
115,0,1,0,@dollface_mekaa yes because Wya a bar ,2607_115,2607
116,1,1,0,My pussty to fat for this outfit  this shit was 25 yes I'm cheap,2607_116,2607
117,1,0,0,Let me go hard tonight & stop playing,2607_117,2607
118,0,1,0,This dumb ass bitch is going to sleep tho y'all gn ,2607_118,2607
119,0,0,0,Like wtf it make y'all dick hard tell me ,2607_119,2607
120,1,0,0,I think niggas love irking me ,2607_120,2607
121,0,0,0,@LsDaPlummer you sure nobody broke ya heart ?,2607_121,2607
122,0,0,0,Poor me ,2607_122,2607
123,0,1,0,Can't sleep nipples hurt like a mf right now ,2607_123,2607
124,1,0,0,I knew his mom was still crazy,2607_124,2607
125,0,0,0,Wtf is about to happen I'm scared,2607_125,2607
126,0,0,0,Jamal voice is everything ,2607_126,2607
127,0,0,0,Go luscious ,2607_127,2607
128,0,0,0,Empire getting good ,2607_128,2607
129,0,0,0,Can't even lay how I want ,2607_129,2607
130,0,0,0,Fell asleep ,2607_130,2607
131,0,0,0,Empire tonight ,2607_131,2607
132,0,0,0,LIVE on #Periscope: Omg  https://www.pscp.tv/w/afkEJzFXTEtSa29XbkJqYkR8MUJkR1lEZXFSa0JLWFLFtaoIYm2eh578IWgb2hBpG86h3EZIlviIZzvXIVKB …,2607_132,2607
133,0,0,0,LIVE on #Periscope:  https://www.pscp.tv/w/afkCLDFXTEtSa29XbkJqYkR8MU1uR25XRXdXbU5KT3xQUNy1uoO949mKJZG96qPIQycCI_g45sdvNo06KDxM …,2607_133,2607
134,0,1,0,@lcf_215  you o/p yo,2607_134,2607
135,0,1,0,@lcf_215  so now you just drink henny a lot alcoholic,2607_135,2607
136,0,1,0,@lcf_215  irking,2607_136,2607
137,0,0,0,Some of these memes be having me ctfu ,2607_137,2607
138,0,1,0,@lcf_215  shut up Jamal not on here,2607_138,2607
139,0,1,0,@lcf_215 yeah w/e ,2607_139,2607
140,0,0,0,Y'all ever slept for 6 hours & it felt like 5 mins ,2607_140,2607
141,0,0,0,He rather tell Twitter his problems then me but that's cool too ,2607_141,2607
142,0,0,0,I should go give my gmom some bread ,2607_142,2607
143,0,1,0,@lcf_215 ft me,2607_143,2607
144,0,0,0,This is me on weekendshttps://twitter.com/antoniodelotero/status/712104269168648192 …,2607_144,2607
145,0,0,0,I hate when a nigga is right  they be to hype to be right ,2607_145,2607
146,0,0,0,I should be getting up & getting my nails done but ,2607_146,2607
147,0,1,0,Empire diner is not for my skinny ass,2607_147,2607
148,0,0,0,Switch this dick ,2607_148,2607
149,0,0,0,When he say let's switch phones for a day ,2607_149,2607
150,0,0,0,Up arguing ,2607_150,2607
151,0,0,0,Now everybody single ,2607_151,2607
152,0,1,0,@RonnyRon_215 home,2607_152,2607
153,1,1,0,My unsnapped my body suit ,2607_153,2607
154,0,0,0,@PrettiNiish I actually did ,2607_154,2607
155,0,0,0,I gotta babysit at 9 lord OMG,2607_155,2607
156,0,0,0,Beyonce really allat,2607_156,2607
157,0,0,0,@PrettiNiish to late ,2607_157,2607
158,0,0,0,@PrettiNiish  Ard Ima take it down,2607_158,2607
159,0,0,0,Tj ,2607_159,2607
160,1,0,0,Ima just assume mike is drunk or high right now ,2607_160,2607
161,0,0,0,LIVE on #Periscope: Yoooooo https://www.pscp.tv/w/afZ4wjFXTEtSa29XbkJqYkR8MWpNSmdET21Eck14TFkmivyf3GRzP2jzxd0b6xHFpfb0weinEeCgG9bGwOgk …,2607_161,2607
162,1,0,0, not while I'm drunk I will curse them out,2607_162,2607
163,0,0,0,Why do my fucking dms pop so much ,2607_163,2607
164,1,0,0,Ym really be out like every other month making me jealous ,2607_164,2607
165,1,0,0,@Young_Mar215 you better not I'm tired of you leaving philly ,2607_165,2607
166,0,1,0,@Young_Mar215 omg Wyg now ,2607_166,2607
167,1,0,0,Gn y'all I'm taking my drunk evil ass to bed,2607_167,2607
168,0,0,0, I'll wait for a response ,2607_168,2607
169,0,0,0,When ya mcm write you back ,2607_169,2607
170,0,0,0,I just feel like I gotta throw up ,2607_170,2607
171,0,1,0,@greg0878 what's ya number,2607_171,2607
172,0,0,0,I want some weave now ,2607_172,2607
173,0,0,0,Shantell dumb ass saying other niggas names on ft ,2607_173,2607
174,0,0,0,Phone was popping last night,2607_174,2607
175,0,0,0,Omg ,2607_175,2607
176,0,0,0,I'm scared to go to sleep after that inbox,2607_176,2607
177,0,1,0,@greg0878 home,2607_177,2607
178,0,1,0,@greg0878 Mmhhmm w/e,2607_178,2607
179,0,0,0,When you confused & fucked up,2607_179,2607
180,0,0,0,LIVE on #Periscope: Ayeee https://www.pscp.tv/w/afQk6zFXTEtSa29XbkJqYkR8MU1ZR05EcHBWTlZ4d8L8kgdRFZMIPfzkNytZHBbCSzbwt22U5HDmFzcwBrK_ …,2607_180,2607
181,0,0,0,I should've went to work yo ,2607_181,2607
182,0,0,0,My piss back dirty ,2607_182,2607
183,0,0,0,When you just got high on accident ,2607_183,2607
184,0,0,0,LIVE on #Periscope: Y'all missed me ?  https://www.pscp.tv/w/afL6PzFXTEtSa29XbkJqYkR8MVlxSkRPTGxqTkFHVoM984kshjZaebb200fjTh0c0Oed2hYIfQCuysCSVDuO …,2607_184,2607
185,0,0,0,We need a new fucking dj ,2607_185,2607
186,0,0,0,I don't know how to loosen up liquor makes me loosen up ,2607_186,2607
187,0,0,0,I swear I get drunk as soon as I get in the house ,2607_187,2607
188,0,0,0,Still tired ,2607_188,2607
189,0,0,0,Tired ,2607_189,2607
190,1,1,0,@greg0878 happy birthday ,2607_190,2607
191,0,0,0,I must've cursed everybody out last night cus my phone not popping,2607_191,2607
192,0,0,0,Ciroc not for me,2607_192,2607
193,0,0,0,I've been rapped ,2607_193,2607
194,0,0,0,Call me gay Idc,2607_194,2607
195,2,0,0,I just got my pussy ate like 3 times by a bitch,2607_195,2607
196,0,0,0,@PrettiNiish work ,2607_196,2607
197,0,0,0,Y'all know I don't play about my titties ,2607_197,2607
198,0,0,0,I'm drunk as shit y'all & my bf don't care,2607_198,2607
199,0,0,0,I feel high ,2607_199,2607
200,0,0,0,I think I'm starting to like it,2607_200,2607
201,1,0,0,I don't approve bitches ,2607_201,2607
202,0,0,0,I'm lying I might go in on sat,2607_202,2607
203,0,0,0,If I go in tomorrow I'm taking Friday & sat off ,2607_203,2607
204,0,0,0,My legs ,2607_204,2607
205,0,0,0,Man fuck yo pride  just take on back boy,2607_205,2607
206,0,1,0,@RonnyRon_215 Ard ,2607_206,2607
207,0,1,0,@RonnyRon_215 nobody cares ok ,2607_207,2607
208,1,0,0,My wild sex partner not answering so gn ,2607_208,2607
209,1,0,0,I feel like having some wild sex ,2607_209,2607
210,0,0,0,I need a blow dryer ,2607_210,2607
211,0,0,0,Look at kallen https://twitter.com/majorfetti_e/status/725403388448362496 …,2607_211,2607
212,0,0,0,Ima stripper hoe I'm about this shmoney ,2607_212,2607
213,0,0,0,It's about to rain & I'm outside ,2607_213,2607
214,0,0,0,LIVE on #Periscope: Add me on here @wavvyshyd https://www.pscp.tv/w/ae2kmTFXTEtSa29XbkJqYkR8MWRqR1hERW5XelhHWu5TaHpJairAphDLgsLSfKkmU-5y6KUNN7xUnYyMl28I …,2607_214,2607
215,0,0,0,LIVE on #Periscope: Shyd on here  https://www.pscp.tv/w/ae2kQTFXTEtSa29XbkJqYkR8MWxER0xPbVh6QVpLbeVQQGXWE8KBOpeEK_QjFQH_jkOkmL_WcwGspqubcicB …,2607_215,2607
216,0,0,0,LIVE on #Periscope: Single And Looking  https://www.pscp.tv/w/ae2RIjFXTEtSa29XbkJqYkR8MXlOR2FsQWtMbHFLauVtb9XQidaAy7lTWUwmYb9F7OOxfQ9Ae-ddnEx3O62K …,2607_216,2607
217,0,0,0,When periscope popping but you stuck on ft ,2607_217,2607
218,0,0,0,@lcf_215 ,2607_218,2607
219,0,0,0,LIVE on #Periscope: Where is Lashyd  https://www.pscp.tv/w/ae18hTFXTEtSa29XbkJqYkR8MUJSSmpvQUxQcWF4d0TaGcC6xpLbmWLFAX6LD_ZA-IJl7xZ9DhL18PEpQjuT …,2607_219,2607
220,0,1,0,@lcf_215  shut up yo,2607_220,2607
221,0,1,0,@lcf_215 I want both ,2607_221,2607
222,0,1,0,@lcf_215 yeah you really don't know me  that's all I drink,2607_222,2607
223,1,1,0,@lcf_215 bring me some ,2607_223,2607
224,0,0,0,@lcf_215 yeah okay lol,2607_224,2607
225,0,1,0,@lcf_215 you getting smart ?,2607_225,2607
226,0,1,0,@lcf_215 idk ,2607_226,2607
227,0,1,0,@lcf_215 & ain't no Popeyes in wp,2607_227,2607
228,0,0,0,@lcf_215 I live in west,2607_228,2607
229,0,0,0,@lcf_215 Wya,2607_229,2607
230,0,1,0,@lcf_215 I'm home,2607_230,2607
231,0,2,0,@lcf_215 fuck you,2607_231,2607
232,0,1,0,@lcf_215 where's my Popeyes,2607_232,2607
233,0,0,0,Lamika left me ,2607_233,2607
234,0,0,0,LIVE on #Periscope: Girl Stfuuu  https://www.pscp.tv/w/ae1O3TFXTEtSa29XbkJqYkR8MVJEeGxwb1J2TW94TMa5CvqkCtmMGVPfKOvIMmTiGClNsjCIdmItqgKjNoqU …,2607_234,2607
235,0,0,0,LIVE on #Periscope: Wassup  https://www.pscp.tv/w/ae0_mTFXTEtSa29XbkJqYkR8MUx5eEJaT09xYXB4TkWlMkxSiKzG27ilCUYrVuBkKBzFGHyM8L9xViolxBvk …,2607_235,2607
236,0,0,0,I went to sleep with a bra on woke up with it off ,2607_236,2607
237,0,0,0,Gn y'all,2607_237,2607
238,0,1,0,@lcf_215 lol Ard Ima call you tomorrow since you off,2607_238,2607
239,0,1,0,@lcf_215 yeah w/e ,2607_239,2607
240,1,1,0,@lcf_215 just let me starve ,2607_240,2607
241,0,0,0,Tj ,2607_241,2607
242,0,1,0,@lcf_215 where's my Popeyes,2607_242,2607
243,0,0,0,Lil mama was going ham on periscope ,2607_243,2607
244,0,0,0,LIVE on #Periscope https://www.pscp.tv/w/aevozzFXTEtSa29XbkJqYkR8MVlxS0RPRGxrdk54VhcUmgciG7Lx1nzUPgCJPf0WKoiEDc2_U6YD3feJVyQV …,2607_244,2607
245,0,0,0,LIVE on #Periscope https://www.pscp.tv/w/aevXSzFXTEtSa29XbkJqYkR8MVlxSkRPRHJtQmVHVtqlEDapFTb4RiEVBclstVuUCnq0Hij5OHSDvVwVZmbD …,2607_245,2607
246,0,0,0,LIVE on #Periscope: When you got adhd  https://www.pscp.tv/w/aevV_TFXTEtSa29XbkJqYkR8MWVhS2JCWFpqTWpLWDSmHtN9GjODPEIXPhxVmWzyVpFX1SqOee5G_aya76YT …,2607_246,2607
247,0,0,0,My stanky is leaving me today ,2607_247,2607
248,0,0,0,Panda stuck in my head  the white version tho ,2607_248,2607
249,0,0,0,LIVE on #Periscope https://www.pscp.tv/w/aes1tjFXTEtSa29XbkJqYkR8MUx5eEJaYkRMeW94TtcI3yn5mpENKg9lygry4LHPio8TDzrp_HEMVoKogoDJ …,2607_249,2607
250,0,0,0,LIVE on #Periscope https://www.pscp.tv/w/aes0QDFXTEtSa29XbkJqYkR8MWRSS1pEcXJicnZKQpb-t4kz0hFpQW8pWJwnKzdKisyfgZumHHng_sCaje8W …,2607_250,2607
251,0,0,0,I gotta stop watching ym snaps Ima really cry again ,2607_251,2607
252,0,0,0,LIVE on #Periscope: I wish periscope ignored calls  https://www.pscp.tv/w/aesKfjFXTEtSa29XbkJqYkR8MUJkeFlEVmtCYkRKWMMUcFlJ-obd69V9wSmQyQY7fRw81vfciELbq_1bP6eF …,2607_252,2607
253,0,0,0,LIVE on #Periscope: Ugh  https://www.pscp.tv/w/aesIhTFXTEtSa29XbkJqYkR8MWRSS1pEcURZWUFKQlsbeYgOUNpdwQpFEyWO3Ne7NAyy4ozRiwiCQ0oX3zub …,2607_253,2607
254,0,0,0,LIVE on #Periscope: When you ready to go out now  https://www.pscp.tv/w/aesDvTFXTEtSa29XbkJqYkR8MWRSS1pEcURPQk1KQi0X9-7b3qTqj_8H-v77zOleDqEvZmPX0BniyKH6-2fh …,2607_254,2607
255,0,0,0,Law & order been on my tv all day ,2607_255,2607
256,0,0,0,Wth was that on the plate thing ,2607_256,2607
257,0,0,0,Jaquees ,2607_257,2607
258,0,0,0,I burnt my chicken fingers like how ,2607_258,2607
259,0,0,0,It's official I can't cook,2607_259,2607
260,0,0,0,The crying begins,2607_260,2607
261,0,0,0,@DJ_Heem I did ,2607_261,2607
262,0,0,0,,2607_262,2607
263,0,0,0,Until y'all back in Philly ,2607_263,2607
